"","x","y"
"240",8546.54577142857,-1616.63119142857
"241",8428.9319375,-1494.4581875
"242",8471.19793571429,-1527.87895857143
"243",8443.56826,-1497.768288
"244",8536.79681547619,-1604.62929166667
"245",8468.81335454545,-1535.59450545455
"246",8555.33201449275,-1621.99758695652
"247",8359.64122727273,-1427.77588787879
"248",8327.70031174089,-1384.24953684211
"249",8556.23339763779,-1617.46272834646
"250",8362.94904878049,-1427.19507317073
"251",8551.15236363636,-1610.66164909091
"252",8345.20280867347,-1398.80660153061
"253",8445.23658823529,-1498.85284033613
"254",8468.54636923077,-1517.81525384615
"255",8366.79546,-1428.065236
"256",8379.49855263158,-1428.14815964912
"257",8473.54018041237,-1521.19949793814
"258",8541.36260144927,-1592.52023913043
"259",8550.13305263158,-1607.1125131579
"260",8374.52782926829,-1433.06476219512
"261",8442.25969607843,-1492.95044117647
"262",8544.29965217391,-1600.87030869565
"263",8540.94496864687,-1586.60058613861
"264",8371.47992307692,-1424.51894487179
"265",8386.42537837838,-1437.77057027027
"266",8390.65256410257,-1438.1994551282
"267",8351.88794421488,-1394.69842024793
"268",8340.37627377521,-1397.81725965418
"269",8365.45338888889,-1414.63339513889
"270",8472.50927272727,-1523.88346060606
"271",8422.67040410959,-1464.9694739726
"272",8546.52675961538,-1591.56161153846
"273",8545.67523660714,-1586.74090803571
"274",8499.88683653846,-1546.20325384615
"275",8508.37162765957,-1552.39199148936
"276",8314.8240327381,-1361.609975
"277",8377.39382608696,-1423.08257391304
"278",8347.09063541667,-1392.2821
"279",8473.50715740741,-1516.54769444444
"280",8441.2262,-1489.03455
"281",8477.37907407407,-1517.48304814815
"282",8384.72913846154,-1431.17734615385
"283",8556.72347222222,-1591.52113928571
"284",8447.22067283951,-1483.36300740741
"285",8510.30158296943,-1558.49901484716
"286",8465.29472340425,-1501.79662606383
"287",8393.51328861789,-1435.16683252032
"288",8371.59003726708,-1409.29364409938
"289",8491.41973943662,-1521.74686478873
"290",8475.79106363636,-1518.49289636364
"291",8349.3287109375,-1388.09595625
"292",8557.3857195572,-1601.79937269373
"293",8507.10757692308,-1545.57645
"294",8393.68010147059,-1430.17675588235
"295",8419.69527358491,-1452.74553207547
"296",8336.14438867187,-1381.40437070313
"297",8477.20273913043,-1512.17019565217
"298",8202.49414285714,-1243.02869047619
"299",8500.12674137931,-1538.61190862069
"300",8456.50674015748,-1489.29048897638
"301",8372.67706034483,-1409.58154310345
"302",8375.74981707317,-1415.72602560976
"303",8382.03782758621,-1419.89469310345
"304",8355.07452564102,-1385.32623974359
"305",8559.46757801419,-1584.67600070922
"306",8351.86406896552,-1383.03309655172
"307",8511.49739430894,-1547.90181138211
"308",8342.08405978261,-1379.79986847826
"309",8496.8125,-1532.27058636364
"310",8546.37811764706,-1587.01424117647
"311",8486.05835106383,-1523.49829042553
"312",8554.42709398496,-1582.51274473684
"313",8463.3930625,-1486.9806375
"314",8400.96151282051,-1430.61434615385
"315",8549.84530701754,-1581.09973333333
"316",8386.76759883721,-1419.54082674419
"317",8492.4166,-1526.52112166667
"318",8575.265503125,-1603.8775525
"319",8435.93581538461,-1465.76407846154
"320",8361.97048666667,-1382.49492
"321",8440.31894029851,-1461.47880149254
"322",8437.15835987261,-1461.05507515924
"323",8575.68870416667,-1599.026255
